2026-02-05 09:35:28 | INFO | __main__:main:210 | Starting IASCIS with Sandbox and Profiling
2026-02-05 09:35:28 | INFO | architecture.gatekeeper:__init__:218 | Gatekeeper initialized (strict=True, stateful=True)
2026-02-05 09:35:28 | INFO | architecture.dispatcher:__init__:59 | Dispatcher initialized
2026-02-05 09:35:28 | INFO | architecture.reflector:__init__:256 | Reflector initialized (max_retries=3)
2026-02-05 09:35:28 | INFO | __main__:__init__:68 | IASCIS initialized (workspace=/Users/rishitsharma/Documents/GitHub/agentic_system/workspace, profiling=True)
2026-02-05 09:35:28 | INFO | architecture.sandbox:__init__:132 | Sandbox initialized with tools_dir=/Users/rishitsharma/Documents/GitHub/agentic_system/workspace/tools
2026-02-05 09:35:29 | ERROR | architecture.sandbox:start:139 | Failed to connect to Docker: Error while fetching server API version: ('Connection aborted.', FileNotFoundError(2, 'No such file or directory'))
2026-02-05 09:36:36 | INFO | __main__:main:210 | Starting IASCIS with Sandbox and Profiling
2026-02-05 09:36:36 | INFO | architecture.gatekeeper:__init__:218 | Gatekeeper initialized (strict=True, stateful=True)
2026-02-05 09:36:36 | INFO | architecture.dispatcher:__init__:59 | Dispatcher initialized
2026-02-05 09:36:36 | INFO | architecture.reflector:__init__:256 | Reflector initialized (max_retries=3)
2026-02-05 09:36:36 | INFO | __main__:__init__:68 | IASCIS initialized (workspace=/Users/rishitsharma/Documents/GitHub/agentic_system/workspace, profiling=True)
2026-02-05 09:36:36 | INFO | architecture.sandbox:__init__:132 | Sandbox initialized with tools_dir=/Users/rishitsharma/Documents/GitHub/agentic_system/workspace/tools
2026-02-05 09:36:36 | INFO | architecture.sandbox:start:156 | Sandbox container started: 75cbfb74a29c
2026-02-05 09:36:36 | INFO | architecture.profiler:__init__:713 | Profiler initialized (mode=standard, psutil=True, torch=False, pynvml=False)
2026-02-05 09:36:36 | INFO | architecture.executor:__init__:61 | ExecutorAgent profiling enabled (mode=standard)
2026-02-05 09:36:36 | INFO | architecture.executor:load_registry:76 | Loaded 6 tool definitions
2026-02-05 09:36:36 | INFO | architecture.llm_manager:__init__:78 | Loaded 1 GROQ API key(s)
2026-02-05 09:36:36 | INFO | architecture.executor:__init__:69 | ExecutorAgent initialized with Sandbox
2026-02-05 09:36:47 | INFO | architecture.orchestrator:__init__:52 | Orchestrator initialized with ToolRetriever
2026-02-05 09:36:47 | INFO | __main__:_initialize_runtime:89 | Runtime initialized with Sandbox
2026-02-05 09:36:47 | INFO | __main__:run:118 | Task received: Calculate the square root of 144, then multiply by 2...
