2026-02-06 21:51:35 | INFO | architecture.llm_manager:<module>:19 | Opik callback registered for project: Independent Autonomous Self-Correcting Intelligent System (IASCIS)
2026-02-06 21:52:10 | INFO | __main__:main:212 | Starting IASCIS with Sandbox and Profiling
2026-02-06 21:52:10 | INFO | architecture.gatekeeper:__init__:218 | Gatekeeper initialized (strict=True, stateful=True)
2026-02-06 21:52:10 | INFO | architecture.dispatcher:__init__:59 | Dispatcher initialized
2026-02-06 21:52:10 | INFO | architecture.reflector:__init__:256 | Reflector initialized (max_retries=3)
2026-02-06 21:52:10 | INFO | __main__:__init__:68 | IASCIS initialized (workspace=C:\Users\Omar\Desktop\Code\Research\workspace, profiling=True)
2026-02-06 21:52:10 | INFO | architecture.sandbox:__init__:143 | Sandbox initialized with tools_dir=C:\Users\Omar\Desktop\Code\Research\workspace\tools, output_dir=C:\Users\Omar\Desktop\Code\Research\workspace\outputs
2026-02-06 21:52:10 | INFO | architecture.sandbox:start:172 | Sandbox container started: c816c19955fb
2026-02-06 21:52:10 | INFO | architecture.profiler:__init__:733 | Profiler initialized (mode=lightweight, psutil=True, torch=False, pynvml=False)
2026-02-06 21:52:10 | INFO | architecture.executor:__init__:62 | ExecutorAgent profiling enabled (mode=lightweight)
2026-02-06 21:52:10 | INFO | architecture.executor:load_registry:77 | Loaded 29 tool definitions
2026-02-06 21:52:10 | INFO | architecture.llm_manager:__init__:72 | Loaded 2 GROQ keys
2026-02-06 21:52:10 | INFO | architecture.executor:__init__:70 | ExecutorAgent initialized with Sandbox
2026-02-06 21:52:14 | INFO | architecture.orchestrator:__init__:35 | Orchestrator initialized with ToolRetriever
2026-02-06 21:52:14 | INFO | __main__:_initialize_runtime:91 | Runtime initialized with Sandbox
2026-02-06 21:52:14 | INFO | __main__:run:120 | Task received: fetch stats from github profile "rakheOmar" and plot language preference graph...
2026-02-06 21:52:14 | INFO | architecture.dispatcher:route:64 | Routing decision: public (No sensitivity detected)
2026-02-06 21:52:14 | INFO | __main__:run:124 | Routed to public zone, model: groq/llama-3.3-70b-versatile
2026-02-06 21:52:14 | INFO | architecture.orchestrator:run:39 | Processing,fetch stats from github profile "rakheOmar" and plot language preference graph...
2026-02-06 21:52:14 | INFO | architecture.llm_manager:generate:108 | Generating with groq/llama-3.3-70b-versatile | Tokens: 2048 | Temp: 0.7 | Session: 2026-02-06_21-51-32
2026-02-06 21:52:15 | INFO | architecture.llm_manager:generate:132 | Generation success in 834.28ms
2026-02-06 21:52:15 | INFO | architecture.orchestrator:run:42 | Decomposed into 4 subtasks
2026-02-06 21:52:15 | INFO | architecture.orchestrator:_retrieve_tools:105 | st_1 → GithubProfileSearch (dist: 0.570, matched: True)
2026-02-06 21:52:15 | INFO | architecture.orchestrator:_retrieve_tools:105 | st_2 → GithubProfileSearch (dist: 0.788, matched: True)
2026-02-06 21:52:15 | INFO | architecture.orchestrator:_retrieve_tools:105 | st_3 → LanguageUsageStatistics (dist: 0.744, matched: True)
2026-02-06 21:52:15 | INFO | architecture.orchestrator:_retrieve_tools:105 | st_4 → LanguagePreferencePlotter (dist: 0.699, matched: True)
